               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  93,              1.8763,              1.8599,              1.5311,             0.46045,             0.47817,             0.44996,             0.19187,                   0,                   0,                   0,           0.0092714,           0.0092714,           0.0092714
                  94,              1.8539,              1.8539,              1.5077,             0.46016,             0.60643,             0.54843,             0.31726,                   0,                   0,                   0,           0.0092634,           0.0092634,           0.0092634
                  95,              1.8637,              1.8534,              1.5377,             0.53954,             0.56242,             0.56504,             0.30206,                   0,                   0,                   0,           0.0092555,           0.0092555,           0.0092555
                  96,              1.8717,              1.8179,              1.5213,             0.47768,              0.6028,             0.52772,             0.28978,                   0,                   0,                   0,           0.0092476,           0.0092476,           0.0092476
                  97,              1.8413,              1.8108,              1.5028,             0.50893,              0.5611,             0.49439,             0.26357,                   0,                   0,                   0,           0.0092397,           0.0092397,           0.0092397
                  98,              1.8765,              1.8337,               1.525,             0.49853,             0.64319,             0.55698,             0.30852,                   0,                   0,                   0,           0.0092318,           0.0092318,           0.0092318
                  99,              1.8741,              1.8368,              1.5362,             0.52582,             0.60304,             0.59048,             0.32717,                   0,                   0,                   0,           0.0092238,           0.0092238,           0.0092238
                 100,              1.8388,              1.8166,              1.5012,             0.55113,              0.5433,             0.54115,             0.33615,                   0,                   0,                   0,           0.0092159,           0.0092159,           0.0092159
                 101,              1.8703,              1.8095,              1.5277,             0.56478,               0.585,               0.594,             0.32113,                   0,                   0,                   0,            0.009208,            0.009208,            0.009208
                 102,              1.8262,              1.8206,              1.5058,             0.48581,             0.58476,             0.55547,              0.3139,                   0,                   0,                   0,           0.0092001,           0.0092001,           0.0092001
                 103,              1.8471,              1.8362,              1.5012,              0.5953,             0.60532,              0.6165,             0.34111,                   0,                   0,                   0,           0.0091922,           0.0091922,           0.0091922
                 104,              1.8703,              1.8357,              1.5232,             0.56161,             0.58016,             0.58333,             0.29915,                   0,                   0,                   0,           0.0091842,           0.0091842,           0.0091842
                 105,               1.861,              1.8095,              1.5112,             0.56347,             0.61308,             0.61143,             0.36431,                   0,                   0,                   0,           0.0091763,           0.0091763,           0.0091763
                 106,              1.8418,              1.7956,               1.499,             0.45743,             0.59686,             0.52716,             0.30513,                   0,                   0,                   0,           0.0091684,           0.0091684,           0.0091684
                 107,              1.8299,              1.8187,              1.5006,             0.56125,             0.61103,             0.59023,             0.33793,                   0,                   0,                   0,           0.0091605,           0.0091605,           0.0091605
                 108,              1.8561,              1.8095,               1.503,             0.59815,             0.57701,             0.61658,             0.35471,                   0,                   0,                   0,           0.0091526,           0.0091526,           0.0091526
                 109,              1.8377,              1.7945,              1.5042,             0.59083,             0.57847,             0.59341,             0.36493,                   0,                   0,                   0,           0.0091446,           0.0091446,           0.0091446
                 110,              1.8436,              1.7854,              1.5138,              0.5208,             0.58376,             0.55935,             0.32449,                   0,                   0,                   0,           0.0091367,           0.0091367,           0.0091367
                 111,              1.8567,              1.8335,              1.5158,             0.49364,             0.58718,             0.53519,             0.29959,                   0,                   0,                   0,           0.0091288,           0.0091288,           0.0091288
                 112,              1.8702,              1.7997,              1.5132,             0.53793,             0.59672,              0.5791,             0.33164,                   0,                   0,                   0,           0.0091209,           0.0091209,           0.0091209
                 113,              1.8499,              1.7835,              1.5158,              0.5703,             0.61459,             0.63513,             0.36344,                   0,                   0,                   0,            0.009113,            0.009113,            0.009113
                 114,              1.8541,              1.7871,              1.4823,             0.63304,              0.5725,             0.63926,             0.35267,                   0,                   0,                   0,            0.009105,            0.009105,            0.009105
                 115,              1.8372,              1.7837,              1.4927,             0.63427,             0.58001,             0.63971,             0.35733,                   0,                   0,                   0,           0.0090971,           0.0090971,           0.0090971
                 116,              1.8383,              1.7766,              1.4911,             0.53865,             0.59443,             0.58763,              0.3283,                   0,                   0,                   0,           0.0090892,           0.0090892,           0.0090892
                 117,              1.8454,              1.7998,              1.4935,             0.59166,             0.58761,              0.6383,             0.34498,                   0,                   0,                   0,           0.0090813,           0.0090813,           0.0090813
                 118,              1.8474,              1.8113,              1.5078,             0.53266,             0.62484,             0.58524,             0.35787,                   0,                   0,                   0,           0.0090734,           0.0090734,           0.0090734
                 119,              1.8275,              1.7867,              1.4822,             0.62169,             0.59588,             0.62578,             0.37983,                   0,                   0,                   0,           0.0090654,           0.0090654,           0.0090654
                 120,              1.8334,              1.7648,              1.4935,             0.50143,             0.58017,             0.54617,             0.32546,                   0,                   0,                   0,           0.0090575,           0.0090575,           0.0090575
                 121,               1.811,              1.7783,              1.5035,             0.53531,             0.59081,             0.58305,             0.35577,                   0,                   0,                   0,           0.0090496,           0.0090496,           0.0090496
                 122,              1.8164,               1.787,              1.5017,             0.55812,             0.59403,             0.60944,             0.35362,                   0,                   0,                   0,           0.0090417,           0.0090417,           0.0090417
                 123,              1.8195,                1.77,              1.4796,             0.61256,             0.59777,             0.62977,             0.36623,                   0,                   0,                   0,           0.0090338,           0.0090338,           0.0090338
                 124,              1.8233,              1.7845,              1.4829,             0.60105,             0.58037,             0.62278,             0.36177,                   0,                   0,                   0,           0.0090258,           0.0090258,           0.0090258
                 125,              1.8521,               1.807,              1.4997,             0.57517,             0.56727,             0.61436,             0.36071,                   0,                   0,                   0,           0.0090179,           0.0090179,           0.0090179
                 126,              1.8237,              1.7918,              1.4995,              0.5696,             0.58381,             0.57564,             0.34584,                   0,                   0,                   0,             0.00901,             0.00901,             0.00901
                 127,               1.806,              1.7802,              1.4867,             0.61099,             0.60587,             0.63954,             0.38159,                   0,                   0,                   0,           0.0090021,           0.0090021,           0.0090021
                 128,              1.8516,              1.7835,              1.5108,             0.55638,              0.6007,             0.60968,             0.37456,                   0,                   0,                   0,           0.0089942,           0.0089942,           0.0089942
                 129,              1.8081,              1.7528,              1.4814,             0.57897,              0.6159,             0.63447,             0.37234,                   0,                   0,                   0,           0.0089862,           0.0089862,           0.0089862
                 130,              1.8327,              1.7738,              1.5095,              0.6171,             0.59127,             0.63277,             0.36068,                   0,                   0,                   0,           0.0089783,           0.0089783,           0.0089783
                 131,              1.8072,              1.7646,              1.4943,              0.5705,             0.55125,             0.56303,             0.33923,                   0,                   0,                   0,           0.0089704,           0.0089704,           0.0089704
                 132,              1.8159,              1.7759,              1.4887,              0.5807,             0.61848,             0.63797,             0.38481,                   0,                   0,                   0,           0.0089625,           0.0089625,           0.0089625
                 133,              1.8204,               1.755,              1.4958,              0.5472,             0.61107,             0.60076,             0.34273,                   0,                   0,                   0,           0.0089546,           0.0089546,           0.0089546
                 134,              1.8083,              1.7715,              1.5034,             0.59498,             0.58078,             0.61719,             0.36765,                   0,                   0,                   0,           0.0089466,           0.0089466,           0.0089466
                 135,              1.8173,              1.7468,              1.5016,             0.59327,             0.60607,             0.61066,             0.36006,                   0,                   0,                   0,           0.0089387,           0.0089387,           0.0089387
                 136,              1.8179,               1.751,              1.4892,              0.6201,             0.60636,              0.6523,             0.37941,                   0,                   0,                   0,           0.0089308,           0.0089308,           0.0089308
                 137,              1.8279,              1.7684,              1.4994,             0.60803,             0.62416,             0.64803,              0.4005,                   0,                   0,                   0,           0.0089229,           0.0089229,           0.0089229
                 138,              1.8189,                1.76,              1.4989,             0.56135,             0.63188,             0.65556,             0.37163,                   0,                   0,                   0,            0.008915,            0.008915,            0.008915
                 139,              1.8122,              1.7521,              1.4901,             0.63589,             0.59509,             0.65308,              0.3897,                   0,                   0,                   0,            0.008907,            0.008907,            0.008907
                 140,              1.8112,              1.7772,              1.5046,             0.60807,             0.58178,             0.63183,             0.37877,                   0,                   0,                   0,           0.0088991,           0.0088991,           0.0088991
                 141,              1.8199,              1.7689,              1.4935,             0.61395,             0.60327,             0.64586,             0.36707,                   0,                   0,                   0,           0.0088912,           0.0088912,           0.0088912
                 142,              1.8507,              1.7549,              1.5051,             0.62357,             0.61213,             0.64941,             0.42491,                   0,                   0,                   0,           0.0088833,           0.0088833,           0.0088833
                 143,              1.8127,              1.7589,              1.4808,             0.55812,             0.63933,             0.63906,             0.40476,                   0,                   0,                   0,           0.0088754,           0.0088754,           0.0088754
                 144,              1.8229,              1.7553,              1.5124,             0.63822,             0.58408,             0.64062,             0.39881,                   0,                   0,                   0,           0.0088674,           0.0088674,           0.0088674
                 145,               1.819,              1.7539,              1.4848,             0.55451,             0.61637,              0.6145,              0.3613,                   0,                   0,                   0,           0.0088595,           0.0088595,           0.0088595
                 146,              1.7973,              1.7318,              1.4935,             0.62594,             0.61922,             0.65032,             0.35991,                   0,                   0,                   0,           0.0088516,           0.0088516,           0.0088516
                 147,              1.8088,              1.7333,              1.4747,             0.58645,             0.54959,             0.60267,             0.35739,                   0,                   0,                   0,           0.0088437,           0.0088437,           0.0088437
                 148,              1.8182,              1.7483,               1.473,             0.58844,             0.63575,             0.65334,             0.38837,                   0,                   0,                   0,           0.0088358,           0.0088358,           0.0088358
                 149,              1.7981,              1.7316,              1.4858,             0.59438,              0.6138,             0.63653,             0.38586,                   0,                   0,                   0,           0.0088278,           0.0088278,           0.0088278
                 150,              1.7856,              1.7219,              1.4811,             0.58345,             0.61924,             0.64388,             0.39778,                   0,                   0,                   0,           0.0088199,           0.0088199,           0.0088199
                 151,              1.8037,              1.7328,              1.4877,             0.60484,             0.58513,             0.63921,             0.38904,                   0,                   0,                   0,            0.008812,            0.008812,            0.008812
                 152,              1.7941,              1.7021,              1.4991,             0.60063,             0.61546,             0.63059,             0.37484,                   0,                   0,                   0,           0.0088041,           0.0088041,           0.0088041
                 153,              1.7972,              1.7137,              1.4879,              0.5979,             0.62694,             0.65856,             0.38396,                   0,                   0,                   0,           0.0087962,           0.0087962,           0.0087962
                 154,               1.795,              1.7278,              1.4913,               0.587,             0.62685,             0.61391,              0.3528,                   0,                   0,                   0,           0.0087882,           0.0087882,           0.0087882
                 155,              1.8031,              1.7608,              1.4891,             0.56385,             0.59023,             0.59274,             0.34999,                   0,                   0,                   0,           0.0087803,           0.0087803,           0.0087803
                 156,              1.8062,              1.7432,              1.5125,             0.61357,             0.57439,             0.63239,             0.38414,                   0,                   0,                   0,           0.0087724,           0.0087724,           0.0087724
                 157,              1.8205,              1.7125,              1.5038,             0.59874,             0.62028,             0.64631,             0.37639,                   0,                   0,                   0,           0.0087645,           0.0087645,           0.0087645
                 158,              1.8097,               1.762,              1.5079,             0.61323,              0.6175,             0.65617,             0.39363,                   0,                   0,                   0,           0.0087566,           0.0087566,           0.0087566
                 159,              1.8263,              1.7331,              1.4845,             0.60582,             0.59237,             0.64736,             0.40314,                   0,                   0,                   0,           0.0087486,           0.0087486,           0.0087486
                 160,              1.8078,              1.7263,              1.4847,             0.55741,             0.61408,             0.61971,             0.39035,                   0,                   0,                   0,           0.0087407,           0.0087407,           0.0087407
                 161,              1.7952,              1.7458,              1.4711,              0.6098,             0.58792,             0.65839,             0.41144,                   0,                   0,                   0,           0.0087328,           0.0087328,           0.0087328
                 162,              1.7941,              1.7279,              1.4927,              0.6695,             0.54821,              0.6517,             0.39875,                   0,                   0,                   0,           0.0087249,           0.0087249,           0.0087249
                 163,              1.8039,              1.7199,              1.4841,             0.60562,             0.58283,              0.6393,             0.38398,                   0,                   0,                   0,            0.008717,            0.008717,            0.008717
                 164,               1.805,              1.7265,              1.5078,             0.59044,             0.59608,             0.62812,             0.39917,                   0,                   0,                   0,            0.008709,            0.008709,            0.008709
                 165,              1.8023,              1.6914,              1.4926,             0.56546,             0.62034,             0.62699,             0.35618,                   0,                   0,                   0,           0.0087011,           0.0087011,           0.0087011
                 166,              1.7945,              1.7091,              1.4813,             0.59109,              0.6442,             0.66501,             0.40004,                   0,                   0,                   0,           0.0086932,           0.0086932,           0.0086932
                 167,              1.7768,              1.6625,               1.475,             0.58647,             0.62349,             0.65204,             0.38978,                   0,                   0,                   0,           0.0086853,           0.0086853,           0.0086853
                 168,              1.7936,              1.7054,              1.4904,             0.59983,             0.61532,             0.64696,              0.3973,                   0,                   0,                   0,           0.0086774,           0.0086774,           0.0086774
                 169,              1.7843,              1.7017,              1.4771,             0.66621,              0.5951,             0.68001,             0.40566,                   0,                   0,                   0,           0.0086694,           0.0086694,           0.0086694
